CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
AE10017,Camp within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(f) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10018,Cause a nuisance / behave in an indecent / obscene manner within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(2)(h) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10019,Deposit industrial refuse / waste / litter / abandon a vehicle / part / other article w/i Controlled Area AWE Burghfield,Contrary to byelaw 7(h) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10020,Act in a way likely to cause annoyance / nuisance / injury to others within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(i) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10021,Light fire / do anything likely to cause an outbreak of fire within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(j) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10022,Fail to keep under control a dog / other animal within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(k) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10023,Fail to keep a dog on a short lead during the bird nesting season within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(l) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10024,Fail to remove waste created by a dog / other animal within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(m) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10025,Deface a sign / wall / fence / structure / other surface within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(n) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10026,Engage in a trade / business within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(o) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10027,Ride / drive / conduct animal / vehicle for trade / advertisement within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(o) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10028,Cause the riding / driving / conducting of animal / vehicle for trade / advert w/i a Controlled Area of AWE Burghfield,Contrary to byelaw 7(o) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10029,Use / employ an animal / vehicle for trade / advertisement within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(o) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10030,Use an audible means wholly / mainly for trade / advertisement within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(o) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10031,Damage / cut / remove crops / turves / plants / roots / trees within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(p) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10032,Graze an animal within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(q) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10033,Kill / trap a bird / animal take / destroy eggs within a Controlled Area of AWE Burghfield,Contrary to byelaw 7(r) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10034,Dig / search / interfere with / take an item found within a Controlled Areas of AWE Burghfield,Contrary to byelaw 7(s) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10035,Fail to remain on a road when riding a bicycle / driving a vehicle in a Controlled / Protected Area of AWE Burghfield,Contrary to byelaw 8(2) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10036,Ride bicycle / drive vehicle in Controlled / Protected Area AWE Burghfield fail to comply with directions of PC,Contrary to byelaw 8(3)(b) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10037,Ride bicycle / drive vehicle in Controlled / Protected Area AWE Burghfield fail to comply with a military / traffic sign,Contrary to byelaw 8(3)(b) and 9 of the Atomic Weapons Establishment (AWE) Aldermaston Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10038,Ride bicycle / drive vehicle without due care and attention in a Controlled / Protected Area of AWE Burghfield,Contrary to byelaw 8(3)(c) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10039,Ride bicycle / drive vehicle on a road without lights during darkness in a Controlled / Protected Area of AWE Burghfield,Contrary to byelaw 8(4) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10040,Drive / in charge of a vehicle in Controlled / Protected Area of AWE Burghfield without appropriate driving documents,Contrary to byelaw 8(5) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE10041,Stop / park veh in a Controlled / Protected Area of AWE Burghfield - No Parking / Waiting except to load / unload,Contrary to byelaw 8(6) and 9 of the Atomic Weapons Establishment (AWE) Burghfield Byelaws 2010 and section 17(2) of the Military Lands Act 1892.,CS,N,N,,01-May-10,N,N,S
AE71001,Employer fail to comply with an attachment of earnings order,Contrary to sections 7 and 23(2)(a) of the Attachment of Earnings Act 1971.,CS,N,N,,03-Jan-71,N,N,S
AE71501,Complaint for Attachment of Earnings Order,In accordance with section 3 of the Attachment of Earnings Act 1971.,VP,N,N,,02-Jan-71,N,N,3
AE71502,Complaint for Attachment of Earnings Order by debtor,In accordance with section 3 of the Attachment of Earnings Act 1971.,VP,N,N,,02-Jan-71,N,N,3
AE71503,Complaint to vary attachment of earnings order,In accordance with section 9 of the Attachment of Earnings Act 1971.,VP,N,N,,02-Jan-71,N,N,3
AE71504,Complaint to discharge attachment of earnings order,In accordance with section 9 of the Attachment of Earnings Act 1971.,VP,N,N,,02-Jan-71,N,N,3
AE71505,Complaint for temporary increase in Protected Earnings Rate - AEO,"In accordance with section 9 of the Attachment of Earnings Act 1971, and Rule 14 of the Magistrates' Courts (Attachment of Earnings) Rules 1971.",VP,N,N,,02-Jan-71,N,N,3
AE71506,Complaint to reduce normal deduction rate - AEO,In accordance with section 10 of the Attachment of Earnings Act 1971.,VP,N,N,,02-Jan-71,N,N,3
AF06079,Aid / abet / counsel / procure desertion or absence without leave from the armed forces,Contrary to  section 344(1) and (7)  of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06080,Do act intending to cause another to be absent without leave from the armed forces,Contrary to section 344(2) and (7) of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06081,Impede apprehension / prosecution of person who deserted / was absent without leave from the armed forces,Contrary to section 344(3) and (7) of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06082,Aid / abet / counsel / procure the offence of malingering in the armed forces,Contrary to section 345(1) and (7) of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06083,Cause / aggravate / prolong injury to another intending to cause him / her to avoid service in the armed forces,Contrary to section 345(2) and (7) of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06084,Cause another to believe to have an injury intending to cause him/her to avoid service in the armed forces,Contrary to section 345(3) and (7) of the Armed Forces Act 2006.,CE,Y,Y,,13-Mar-15,N,N,3
AF06085,Intentionally obstruct a person subject to service law acting in the course of duty in the armed forces,Contrary to section 346 of the Armed Forces Act 2006.,CS,Y,Y,,01-Nov-09,N,N,S
AF06999,Brought before the court as being absent without leave from the Armed Forces,Pursuant to section 316 of the Armed Forces Act 2006.,CR,N,N,,03-Nov-09,N,N,3
AF15001,Feed business operator fail to register establishment,"Contrary to regulations 5 and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15002,Feed business operator operating without registration or approval,"Contrary to regulations 5 and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15003,Feed business operator fail to observe safety measures on imported feed,"Contrary to regulations 5 and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15004,Fail to satisfy requirements re: feed produced for export to third countries,"Contrary to regulations 5 and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15005,Feed business operator engaged in primary production fail to comply with Annex I,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15006,Feed business operator not engaged in primary production fail to comply with Annex II,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15007,Feed business operator fail to comply with microbiological criteria and meet specific targets,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15008,Farmer fail to comply with Annex III when feeding food producing animals,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15009,Farmer or feed business operator fail to source and use feed from registered or approved establishment,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15010,Feed business operator not engaged in primary production fail to put HACCP procedure in place,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15011,Feed business operator fail to review and make necessary adaptations to HACCP procedure when operation modified,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15012,Feed business operator fail to provide authority with evidence of Article 6 compliance,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15013,Feed business operator acting as trader fail to provide declaration of compliance to authority,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15014,Tamper with animal feed sample,"Contrary to regulations 20 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15015,Fail to comply with feed business improvement notice,"Contrary to regulations 24(3) and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15016,Contravene feed business prohibition order,"Contrary to regulations 28(5) and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15017,Contravene feed business emergency prohibition notice,"Contrary to regulations 29(5) and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15018,Contravene feed business emergency prohibition order,"Contrary to regulations 29(6) and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15019,Contravene notice that material not be used as feed or removed,"Contrary to regulations 31(2) and 34(1) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CE,Y,Y,,07-Apr-15,N,N,3
AF15020,"Wilfully obstruct officer - Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015","Contrary to regulations 32(1) and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15021,"Purport to act as officer - Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015","Contrary to regulations 32(2) and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,Y,Y,,07-Apr-15,N,N,3
AF15022,"Disclose information obtained under Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015","Contrary to regulations 32(3) and 34(3) of the Animal Feed (Hygiene, Sampling etc. and Enforcement) (England) Regulations 2015.",CS,N,N,,07-Apr-15,N,N,3
AF16001,Fail to source and use feed from establishments that are registered and / or approved under EC Regulation 183 of 2005,"Contrary to regulations 5 and 34(2) of the Animal Feed (Hygiene, Sampling etc. and Enforcement)(Wales) Regulations 2016.",CS,Y,Y,,12-May-16,N,N,S
AF59001,Contravene the Arsenic in Food regulations,Contrary to regulation 5(1) of the Arsenic in Food Regulations 1959.,CS,N,N,,10-Aug-59,N,N,S
AG28001,Farmer - creator of agricultural charge fail to pay proceeds from sale of property,Contrary to section 11(1)(a) of the Agricultural Credits Act 1928.,CI,Y,Y,,03-Jan-28,N,N,3
AG28002,Farmer create agricultural charge remove property subject to charge from holding,Contrary to section 11(1)(b) of the Agricultural Credits Act 1928.,CI,Y,Y,,03-Jan-28,N,N,3
